address,all_amenities,description,email,phone,category,hotelclass,latitude,longitude,pricelevel,pricerange,rankingdenominator,name,rankingposition,rankingstring,rating,weburl,website
"Unique View Road, Nuwara Eliya 22200 Sri Lanka","Flatscreen TV, Complimentary Toiletries, Iron, Seating Area, Spanish, Wake Up Service / Alarm Clock, not provided",no description,no email,no phone,hotel,0,6.96345,80.76399,no price level,No price mentioned,31,RCL Rooms Unique View,17,#17 of 31 villas in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d12414134-Reviews-RCL_Rooms_Unique_View-Nuwara_Eliya_Central_Province.html,no website
"No. 6 Haddon Hill Road, Nuwara Eliya 22200 Sri Lanka","Internet, Kids Activities, Room service, Free Internet, Free parking, Kitchenette, Wifi, Free Wifi, Golf course, Laundry Service, Family Rooms, Non-smoking hotel, Safe, Parking, Baggage Storage, Bath / Shower, Breakfast in the Room, Express Check-in / Check-out, English, Evening Entertainment, Fishing, Complimentary Toiletries, 24-Hour Front Desk, Hiking, Horseback Riding, Ironing Service, Newspaper, Private Check-in / Check-out, Seating Area, Secured Parking, Sun Terrace, not provided","Located roughly five hours from Colombo and tourists can reach the “Chelthnam” bungalow within five minutes from Nuwara Eliya town just about 500m. They can enjoy the freshness of air, natural spring water, terrace farming, bird and butterfly watching as well as beauty of endemic plants.",info@chelthnambungalow.com,+94 71 818 9668,hotel,3,6.962265,80.76579,$,$40 ,9,Chelthnam Bungalow,7,#7 of 9 condos in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d6840411-Reviews-Chelthnam_Bungalow-Nuwara_Eliya_Central_Province.html,http://www.chelthnambungalow.com/
Nuwara Eliya 22200 Sri Lanka,"Kids Activities, Kitchenette, Free Wifi, Golf course, Family Rooms, Microwave, Non-smoking hotel, Flatscreen TV, Bath / Shower, BBQ Facilities, Clothes Rack, Desk, English, Free Private Parking Nearby, Hiking, Iron, Kitchenware, Seating Area, not provided",no description,no email,no phone,hotel,0,6.988329,80.74993,no price level,No price mentioned,419,Rainforest Edge,129,#129 of 419 Specialty lodging in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d12551511-Reviews-Rainforest_Edge-Nuwara_Eliya_Central_Province.html,no website
"No. 03/11 Bakers Farm Mahagasthota, Nuwara Eliya 22200 Sri Lanka",not provided,no description,no email,+94 77 347 6288,hotel,0,6.94592,80.791725,no price level,No price mentioned,437,Blackpool Bungalow,165,#165 of 437 B&Bs / Inns in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d3309836-Reviews-Blackpool_Bungalow-Nuwara_Eliya_Central_Province.html,no website
"60A Unique View Road, Nuwara Eliya 22200 Sri Lanka","Kids Activities, not provided",no description,no email,no phone,hotel,0,6.963395,80.76546,no price level,No price mentioned,31,Felice Fort Bungalow,16,#16 of 31 villas in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d8687355-Reviews-Felice_Fort_Bungalow-Nuwara_Eliya_Central_Province.html,no website
"48/2 Bonavista Badulla Road, Nuwara Eliya 22200 Sri Lanka",not provided,"Gregory House is a simple and cozy homestay hostel located overlooking Gregory Lake. We got one mixed Dorm with 3 bunk beds (6 beds) and 4 other private rooms. It’s a perfect place to rest and wind down, with plenty of outdoor areas. The house is fully decorated with natural indoor plants along with cane comfort furniture for travelers to get the tropical feel with a spectacular view of Gregory Lake and its surrounding mountains.",gregoryhousehostel@gmail.com,+94 77 719 0970,hotel,0,6.955845,80.776985,$,$14 - $30,26,Gregory House Hostel,16,#16 of 26 hostels in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d25293923-Reviews-Gregory_House_Hostel-Nuwara_Eliya_Central_Province.html,no website
"102/28 Badulla Road Magasthota, Nuwara Eliya 22200 Sri Lanka","Room service, Free parking, Restaurant, Airport transportation, Suites, Family Rooms, Flatscreen TV, Bottled Water, Cable / Satellite TV, English, Sinhala, Tamil, not provided","oasting a restaurant and a terrace, Highland Breeze is situated in Nuwara Eliya, 1.7 km from Gregory Lake. The property is close to several noted attractions, around 500 m from Victoria Park of Nuwara Eliya and around 700 m from Nuwara Eliya Post Office. The property is 8 km from Hakgala Botanical Garden. At the hotel, the rooms come with a balcony. A Full English/Irish breakfast can be enjoyed",no email,+94 76 872 2289,hotel,3,6.952001,80.78551,$,$20 ,32,Highland Breeze,18,#18 of 32 B&Bs in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d21270249-Reviews-Highland_Breeze-Nuwara_Eliya_Central_Province.html,http://www.highlandbreezesl.com
"48 Unique View Road, Nuwara Eliya 22200 Sri Lanka",not provided,no description,the_regencys@yahoo.com,+94 52 5 677800,hotel,0,6.963395,80.76546,no price level,No price mentioned,111,The Regency,64,#64 of 111 small hotels in Nuwara Eliya,4,https://www.tripadvisor.com/Hotel_Review-g608524-d1743694-Reviews-The_Regency-Nuwara_Eliya_Central_Province.html,no website
"No 20/17 3rd Lane, Nuwara Eliya 22200 Sri Lanka","Shuttle Bus Service, Room service, Free parking, Restaurant, Airport transportation, Free Wifi, Laundry Service, Housekeeping, Bath / Shower, BBQ Facilities, Bottled Water, Breakfast in the Room, Car Hire, Clothes Rack, English, Ironing Service, Shared Kitchen, Shared Lounge / TV Area, not provided",no description,no email,no phone,hotel,0,6.955691,80.77478,no price level,No price mentioned,26,Blue Wing Hostel,14,#14 of 26 hostels in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d12259151-Reviews-Blue_Wing_Hostel-Nuwara_Eliya_Central_Province.html,no website
"Wintry Heights, Nuwara Eliya 90362 Sri Lanka",not provided,"Hakgala Mount Paradise Cottage is a beautiful hotel located in a scenic mountain. This is with scenic surroundings and the highest mountain ranges up to Madolsima are visible. The weather conditions that change in an instant .This is located in a free environment on an hilltop in the middle of a vegetable garden. Hakgala Mount Paradise Cottage is a lovely stay dedicated to your family. You can easily reach the scenic spots around Nuwara Eliya. As well Hakgala Botanical Garden, Bomburu Ella and Ambewela farm is very close. You can be reached Haputhale, Ohiya, Bandarawela and Ella in less than one hour. There are two comfortable rooms with attached bathrooms with hot water in here (For 10 Person). And also there is a kitchen with equipment. The surrounding environment is visible from the room.",haggala.mount@gmail.com,+94 77 247 1483,hotel,0,6.90817,80.847305,no price level,No price mentioned,111,Hakgala Mount Paradise,62,#62 of 111 small hotels in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d26320920-Reviews-Hakgala_Mount_Paradise-Nuwara_Eliya_Central_Province.html,no website
"65/65/A/1 Lady Horton Walk Rd, Nuwara Eliya 22200 Sri Lanka",not provided,no description,no email,no phone,hotel,3,6.954126,80.776306,no price level,No price mentioned,101,OYO 487 Sudha Ozone Freeze,75,#75 of 101 hotels in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d20854270-Reviews-OYO_487_Sudha_Ozone_Freeze-Nuwara_Eliya_Central_Province.html,https://www.oyorooms.com/lk/90330-oyo-rooms-oyo-487-sudha-ozone-freeze-nuwara-eliya/
"17 Grand Hotel Road, Nuwara Eliya 22200 Sri Lanka","Internet, Free Internet, Free Wifi, English, Kids Activities, Free parking, Airport transportation, Laundry Service, Family Rooms, Housekeeping, Baggage Storage, Chinese, 24-Hour Front Desk, Hiking, Horseback Riding, not provided",no description,no email,+94 74 315 8126,hotel,0,6.967714,80.7639,no price level,No price mentioned,419,UYou Ceylon Guest House,124,#124 of 419 Specialty lodging in Nuwara Eliya,3,https://www.tripadvisor.com/Hotel_Review-g608524-d12900303-Reviews-UYou_Ceylon_Guest_House-Nuwara_Eliya_Central_Province.html,no website
"No.44/44, St. Andrews Drive Under Bank, Nuwara Eliya 0094 Sri Lanka","Internet, Free Internet, Free parking, Airport transportation, Wifi, Free Wifi, Breakfast included, Kids Activities, not provided","Forest Edge Holiday Inn is located in Nuwara Eliya town which is providing quality rooms for reasonable prices. Forest Edge has on site parking facility,Free Wifi access and calm environment.",no email,+94 77 680 0560,hotel,0,6.982162,80.76038,$,$8 - $17,70,Forest Edge Holiday Inn,36,#36 of 70 lodges in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d15781114-Reviews-Forest_Edge_Holiday_Inn-Nuwara_Eliya_Central_Province.html,https://www.facebook.com/forestedgenuwaraeliya
"40 Windermere Park Road, Nuwara Eliya 22200 Sri Lanka","Internet, Free Internet, Free parking, Restaurant, Wifi, Free Wifi, not provided",Can accommodate 10 adults. 1. Family room has 2 double beds and 1 single bed and accommodates 5. 2. Triple room has 1 double bed and 1 single bed and accommodates 3. 3. Double room has 2 single beds and accommodates 2. *Garden area for outdoor enjoyment *Cook available on site *Hot water available *Heaters available in rooms *Laundry cleaned fresh linen supplied *BBQ facilities available,claytonbungalows@gmail.com,+94 77 033 6131,hotel,0,6.942718,80.7966,$,$51 - $85,101,Clayton Bungalows,74,#74 of 101 hotels in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d21251916-Reviews-Clayton_Bungalows-Nuwara_Eliya_Central_Province.html,https://www.facebook.com/claytonbungalows/
"62 Church Road, Nuwara Eliya 22200 Sri Lanka","Kids Activities, Free parking, Restaurant, Airport transportation, Free Wifi, Golf course, Family Rooms, Non-smoking hotel, Housekeeping, Arabic, Baggage Storage, BBQ Facilities, Canoeing, English, Fishing, 24-Hour Front Desk, Hiking, Iron, Japanese, Korean, Shoeshine, not provided","Welcome to Rose Bank, your Nuwara Eliya “home away from home.” Rose Bank aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
Given the close proximity of popular landmarks, such as International Buddhist Centre (1.1 mi) and Pedro Tea Factory (1.6 mi), guests of Rose Bank can easily experience some of Nuwara Eliya's most well known attractions.
In addition, while staying at Rose Bank guests have access to a 24 hour front desk and baggage storage, and you can stay connected with free wifi. You can also enjoy an on-site restaurant while staying at Rose Bank. Need a place to park? Free parking is available at Rose Bank.
While you’re here, be sure to check out some of the Chinese restaurants, including Queenswood Restaurant, Milano Restaurant, and La Cottage Boutique Hotel & Restuarant, all of which are a short distance from Rose Bank.
If you’re looking for something to do, Lover's Leap Falls (1.1 mi), Shri Bhakta Hanuman Temple (0.9 mi), and Hakgala Botanic Gardens (1.1 mi) are a nice way to spend some time, and they are all within walking distance of Rose Bank.
Rose Bank puts the best of Nuwara Eliya at your fingertips, making your stay both relaxing and enjoyable.
",no email,no phone,hotel,0,6.97044,80.77267,no price level,No price mentioned,32,Rose Bank,17,#17 of 32 B&Bs in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d13390216-Reviews-Rose_Bank-Nuwara_Eliya_Central_Province.html,no website
"27 Badulla Rd Seetha Eliya, Nuwara Eliya 22200 Sri Lanka",not provided,no description,info@Mountstarvilla.com,+94 70 636 4636,hotel,0,6.942619,80.79868,no price level,No price mentioned,31,Mount Star Villa,14,#14 of 31 villas in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d27671390-Reviews-Mount_Star_Villa-Nuwara_Eliya_Central_Province.html,http://mountstarvilla.com
"No. 204/11 Vijithapura, Magasthota, Nuwara Eliya 22200 Sri Lanka","Internet, Kids Activities, Free Internet, Free parking, Airport transportation, Wifi, Free Wifi, Non-smoking rooms, Laundry Service, Family Rooms, Microwave, Refrigerator in room, Room service, Golf course, Non-smoking hotel, Breakfast Available, Baggage Storage, Bicycle Rental, Car Hire, not provided","This is an impressive property situated just 1 k.m from the iconic lake gregory which offers you the holiday experience. The country lodge consists of highly comfortable rooms which comes with private bathrooms with hot and cold showers. Extras include ironing facilities, additional blanket and free Wifi access all over the property. We offer you an elegant common lounge, free parking, laundry facilities.",no email,+94 77 285 6354,hotel,2,6.947518,80.78937,$,$13 - $25,70,Country Lodge,34,#34 of 70 lodges in Nuwara Eliya,4,https://www.tripadvisor.com/Hotel_Review-g608524-d15292865-Reviews-Country_Lodge-Nuwara_Eliya_Central_Province.html,https://country-lodge-nuwara-eliya.business.site/
"#6/2 Wedderburn Road, Nuwara Eliya 20000 Sri Lanka",not provided,no description,westgatebungalow@gmail.com,+94 77 754 1800,hotel,0,6.970212,80.771255,no price level,No price mentioned,32,The West Gate Bungalow,16,#16 of 32 B&Bs in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d27172470-Reviews-The_West_Gate_Bungalow-Nuwara_Eliya_Central_Province.html,https://www.facebook.com/p/The-Westgate-Bungalow-100089547950085/
"No 41 Gajabapura, Nuwara Eliya 22200 Sri Lanka","Kids Activities, Bath / Shower, Clothes Rack, Desk, Complimentary Toiletries, Iron, Wake Up Service / Alarm Clock, not provided","If you’re looking for a small hotel in Nuwara Eliya, look no further than White Tulip Inn.
Close to some of Nuwara Eliya's most popular landmarks, such as Pedro Tea Factory (1.5 mi) and Holy Trinity Church (1.8 mi), White Tulip Inn is a great destination for tourists.
You’ll enjoy relaxing rooms that offer a desk, bringing comfort and convenience to your visit.
During your visit, be sure to check out a popular Nuwara Eliya shawarma restaurant such as Queenswood Restaurant, which is a short distance from White Tulip Inn.
If you’re looking for something to do, Hakgala Botanic Gardens (0.9 mi) and International Buddhist Centre (0.9 mi) are a nice way to spend some time, and they are all within walking distance of White Tulip Inn.
The staff at White Tulip Inn looks forward to serving you during your upcoming visit.
",no email,no phone,hotel,0,6.950005,80.789276,no price level,No price mentioned,437,White Tulip Inn,158,#158 of 437 B&Bs / Inns in Nuwara Eliya,4.5,https://www.tripadvisor.com/Hotel_Review-g608524-d11793058-Reviews-White_Tulip_Inn-Nuwara_Eliya_Central_Province.html,no website
"259 21 Kandy Road, Nuwara Eliya 22200 Sri Lanka",not provided,no description,no email,+94 76 423 0777,hotel,0,6.969195,79.912735,no price level,No price mentioned,3,Singing Hills Hotel,3,#3 of 3 resorts in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d25170194-Reviews-Singing_Hills_Hotel-Nuwara_Eliya_Central_Province.html,no website
"11/58 A, St.Andrews Drive Underbank, Nuwara Eliya 22200 Sri Lanka","Bath / Shower, Clothes Rack, Desk, Wake Up Service / Alarm Clock, not provided",no description,no email,+94 77 039 4698,hotel,0,6.97738,80.7641,$,$28 - $32,70,Star Holiday Home,35,#35 of 70 lodges in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d12791831-Reviews-Star_Holiday_Home-Nuwara_Eliya_Central_Province.html,no website
"No, 165, 13 Upper Lake Rd, Nuwara Eliya 22200 Sri Lanka",not provided,no description,no email,no phone,hotel,0,no latitude,no longitude,no price level,No price mentioned,101,Serenity Lake View,68,#68 of 101 hotels in Nuwara Eliya,5,https://www.tripadvisor.com/Hotel_Review-g608524-d28284055-Reviews-Serenity_Lake_View-Nuwara_Eliya_Central_Province.html,no website
